Temperature,Wind Speed,Visibility,Cloud Cover
31.9,0.0,269.0,10.0
33.0,0.0,250.0,10.0
33.9,0.0,250.0,10.0
34.0,0.0,279.0,10.0
34.9,0.0,249.0,10.0
33.9,0.0,286.0,15.3
35.9,0.0,249.0,10.0
37.0,0.0,260.0,10.0
37.9,0.0,260.0,10.0
37.0,0.0,270.0,10.0
37.8,0.0,254.0,10.0
35.6,0.0,291.0,15.3
37.8,0.0,239.0,10.0
38.0,0.0,239.0,10.0
37.8,0.0,253.0,10.0
37.9,0.0,242.0,10.0
37.8,0.0,235.0,10.0
34.9,0.0,248.0,15.3
33.0,0.0,50.0,10.0
34.0,0.0,239.0,10.0
32.9,0.0,239.0,10.0
32.0,0.0,249.0,10.0
31.9,0.0,258.0,10.0
31.4,0.0,249.0,15.3
31.0,0.0,239.0,10.0
31.0,0.0,230.0,10.0
30.9,0.0,211.0,10.0
31.0,0.0,210.0,10.0
30.9,0.0,210.0,10.0
30.8,0.0,210.0,15.3
30.9,0.0,230.0,10.0
31.0,0.0,220.0,10.0
30.9,0.0,240.0,10.0
31.0,0.0,240.0,10.0
30.9,0.0,244.0,10.0
29.7,0.0,248.0,15.3
30.9,0.0,238.0,10.0
31.0,0.0,249.0,10.0
30.9,0.0,248.0,10.0
30.0,0.0,259.0,10.0
29.9,0.0,238.0,10.0
28.8,0.0,250.0,15.3
30.9,0.0,248.0,10.0
31.0,0.0,240.0,10.0
30.9,0.0,239.0,10.0
31.0,0.0,230.0,10.0
30.9,0.0,230.0,10.0
30.7,0.0,230.0,15.3
31.9,0.0,230.0,10.0
32.0,0.0,230.0,10.0
33.9,0.0,259.0,10.0
35.0,0.0,260.0,10.0
34.8,0.0,269.0,10.0
34.7,0.0,254.0,15.3
35.9,0.0,259.0,10.0
36.0,0.0,259.0,10.0
35.0,0.0,258.0,10.0
36.0,0.0,259.0,10.0
35.0,0.0,259.0,10.0
36.5,0.0,230.0,15.3
36.9,0.0,239.0,10.0
36.0,0.0,240.0,10.0
35.0,0.0,258.0,10.0
37.0,0.0,269.0,10.0
34.9,0.0,259.0,10.0
33.2,0.0,265.0,15.3
33.9,0.0,249.0,10.0
33.0,0.0,249.0,10.0
32.9,0.0,258.0,10.0
32.0,0.0,259.0,10.0
31.0,0.0,210.0,10.0
30.9,0.0,248.0,15.3
30.0,0.0,210.0,10.0
30.0,0.0,210.0,10.0
30.0,0.0,200.0,10.0
30.0,0.0,210.0,10.0
30.0,0.0,210.0,10.0
30.3,0.0,201.0,15.3
29.9,0.0,220.0,10.0
30.0,0.0,220.0,10.0
29.9,0.0,240.0,10.0
29.0,0.0,190.0,10.0
29.0,0.0,200.0,10.0
29.1,0.0,249.0,15.3
28.0,0.0,200.0,10.0
27.0,0.0,190.0,10.0
27.0,0.0,0.0,10.0
27.0,0.0,60.0,10.0
27.0,0.0,120.0,10.0
27.5,0.0,180.0,15.3
27.0,0.0,206.66666666666666,10.0
27.0,0.0,233.33333333333334,10.0
27.0,0.0,260.0,10.0
29.0,0.0,272.0,10.0
29.9,0.0,264.0,10.0
28.7,0.0,174.0,15.3
30.9,0.0,261.0,10.0
32.0,0.0,250.0,10.0
33.0,0.0,230.0,10.0
35.0,0.0,240.0,10.0
35.9,0.0,250.0,10.0
34.3,0.0,243.0,15.3
36.9,0.0,236.0,10.0
37.0,0.0,229.0,10.0
35.9,0.0,170.0,10.0
36.0,0.0,178.0,10.0
35.9,0.0,196.0,10.0
35.4,0.0,247.0,15.3
36.8,0.0,214.0,10.0
36.0,0.0,210.0,10.0
35.0,0.0,234.0,10.0
34.0,0.0,203.0,10.0
33.9,0.0,210.0,10.0
33.7,0.0,311.0,15.3
33.0,0.0,360.0,10.0
33.0,0.0,242.0,10.0
32.9,0.0,254.0,10.0
32.0,0.0,271.0,10.0
30.9,0.0,273.0,10.0
30.6,0.0,236.0,15.3
31.0,0.0,255.0,10.0
31.0,0.0,248.0,10.0
30.9,0.0,228.0,10.0
30.0,0.0,210.0,10.0
30.0,0.0,210.0,10.0
29.3,0.0,200.0,15.3
29.0,0.0,239.0,10.0
29.0,0.0,204.5,10.0
29.0,0.0,170.0,10.0
28.0,0.0,200.0,10.0
28.0,0.0,190.0,10.0
28.1,0.0,230.0,15.3
28.9,0.0,220.0,10.0
29.0,0.0,110.0,10.0
29.0,0.0,0.0,10.0
28.0,0.0,0.0,10.0
28.9,0.0,0.0,10.0
27.5,0.0,0.0,15.3
28.0,0.0,0.0,10.0
27.0,0.0,0.0,10.0
27.0,0.0,0.0,10.0
28.0,0.0,155.0,10.0
28.9,0.0,310.0,10.0
28.2,0.0,270.0,15.3
29.9,0.0,302.0,10.0
31.0,0.0,171.0,10.0
31.9,0.0,206.0,10.0
33.0,0.0,230.0,10.0
33.8,0.0,76.0,10.0
34.4,0.0,144.0,15.3
34.9,0.0,30.0,10.0
36.0,0.0,20.0,10.0
35.8,0.0,350.0,10.0
36.9,0.0,360.0,10.0
35.8,0.0,350.0,10.0
36.8,0.0,22.0,15.3
34.9,0.0,96.0,10.0
33.0,0.0,98.0,10.0
32.9,0.0,77.0,10.0
33.0,0.0,108.0,10.0
33.0,0.0,38.0,10.0
31.8,0.0,98.0,10.0
32.0,0.0,58.0,10.0
32.0,0.0,69.0,10.0
32.9,0.0,87.0,10.0
32.0,0.0,89.0,10.0
31.0,0.0,77.0,10.0
30.3,0.0,79.0,15.3
30.0,0.0,80.0,10.0
29.0,0.0,230.0,10.0
29.0,0.0,230.0,10.0
29.0,0.0,210.0,10.0
28.9,0.0,229.0,10.0
28.4,0.0,219.0,15.3
27.9,0.0,200.0,10.0
28.0,0.0,200.0,10.0
27.9,0.0,180.0,10.0
28.0,0.0,200.0,10.0
27.9,0.0,190.0,10.0
27.5,0.0,229.0,15.2
27.9,0.0,160.0,9.9
28.0,0.0,209.0,10.0
27.9,0.0,219.0,9.9
27.0,0.0,190.0,10.0
26.9,0.0,46.0,9.9
26.6,0.0,240.0,15.3
26.9,0.0,270.0,10.0
26.0,0.0,200.0,10.0
26.9,0.0,210.0,9.9
27.0,0.0,222.0,10.0
28.0,0.0,161.0,9.9
28.0,0.0,180.0,15.2
30.0,0.0,90.0,9.9
31.0,0.0,0.0,10.0
31.0,0.0,113.33333333333333,10.0
34.0,0.0,226.66666666666666,10.0
34.9,0.0,340.0,10.0
33.9,0.0,355.0,15.3
34.9,0.0,350.0,10.0
36.0,0.0,331.0,10.0
35.9,0.0,335.0,10.0
36.9,0.0,322.0,10.0
36.8,0.0,340.0,10.0
35.2,0.0,326.0,15.3
34.9,0.0,331.0,10.0
36.0,0.0,351.0,10.0
36.8,0.0,341.0,10.0
36.9,0.0,341.0,10.0
35.8,0.0,351.0,10.0
34.5,0.0,351.0,15.3
34.9,0.0,341.0,10.0
34.0,0.0,341.0,10.0
33.9,0.0,341.0,10.0
32.0,0.0,341.0,10.0
30.0,0.0,341.0,10.0
30.3,0.0,58.0,15.3
30.0,0.0,145.0,10.0
29.0,0.0,180.0,10.0
29.0,0.0,180.0,10.0
29.0,0.0,180.0,10.0
29.0,0.0,181.0,10.0
28.5,0.0,181.0,15.3
29.0,0.0,174.0,10.0
28.0,0.0,229.0,10.0
28.0,0.0,230.0,10.0
28.0,0.0,229.0,10.0
27.9,0.0,209.0,10.0
27.5,0.0,194.0,15.3
27.9,0.0,0.0,10.0
27.0,0.0,357.0,10.0
27.0,0.0,260.0,10.0
27.0,0.0,260.0,10.0
27.0,0.0,258.0,10.0
26.4,0.0,258.0,15.3
26.9,0.0,220.0,10.0
27.0,0.0,222.0,10.0
26.0,0.0,0.0,10.0
26.0,0.0,308.0,10.0
27.0,0.0,266.0,10.0
27.7,0.0,240.0,15.3
29.0,0.0,230.0,10.0
31.0,0.0,222.0,10.0
32.9,0.0,220.0,10.0
34.0,0.0,10.0,10.0
35.9,0.0,280.0,10.0
34.9,0.0,242.0,15.3
36.9,0.0,340.0,10.0
37.0,0.0,330.0,10.0
37.8,0.0,331.0,10.0
37.0,0.0,321.0,10.0
36.9,0.0,303.0,10.0
36.4,0.0,301.0,15.3
38.8,0.0,312.0,10.0
38.9,0.0,311.0,10.0
37.8,0.0,302.0,10.0
37.9,0.0,301.0,10.0
36.8,0.0,302.0,10.0
36.2,0.0,296.0,15.3
34.0,0.0,331.0,10.0
33.0,0.0,328.0,10.0
32.8,0.0,355.0,10.0
32.0,0.0,328.0,10.0
30.9,0.0,4.0,10.0
31.8,0.0,344.0,15.3
30.9,0.0,84.0,10.0
31.0,0.0,101.0,10.0
29.9,0.0,113.0,10.0
30.0,0.0,82.0,10.0
29.9,0.0,94.0,10.0
29.8,0.0,90.0,15.3
29.9,0.0,104.0,10.0
29.0,0.0,180.0,10.0
28.9,0.0,84.0,10.0
28.0,0.0,141.0,10.0
28.0,0.0,150.0,10.0
28.1,0.0,201.0,15.3
27.9,0.0,191.0,10.0
28.0,0.0,161.0,10.0
28.0,0.0,200.0,10.0
28.0,0.0,181.0,10.0
27.9,0.0,190.0,10.0
27.0,0.0,210.0,15.3
26.9,0.0,286.0,10.0
27.0,0.0,239.0,10.0
26.9,0.0,229.0,10.0
28.0,0.0,230.0,10.0
28.9,0.0,191.0,10.0
29.7,0.0,240.0,15.3
32.9,0.0,145.0,10.0
34.0,0.0,157.0,10.0
35.9,0.0,255.0,10.0
36.0,0.0,311.0,10.0
36.9,0.0,220.0,10.0
37.2,0.0,285.0,15.3
38.8,0.0,295.0,10.0
38.0,0.0,332.0,10.0
38.8,0.0,335.0,10.0
39.9,0.0,322.0,10.0
40.8,0.0,344.0,10.0
39.7,0.0,300.0,15.3
40.7,0.0,343.0,10.0
35.0,0.0,80.0,10.0
40.8,0.0,353.0,10.0
38.9,0.0,178.0,10.0
38.8,0.0,167.0,10.0
35.2,0.0,141.0,15.3
32.9,0.0,139.0,10.0
32.0,0.0,140.0,10.0
31.8,0.0,142.0,9.9
30.9,0.0,121.0,10.0
29.8,0.0,200.0,10.0
29.9,0.0,225.0,15.3
29.8,0.0,210.0,10.0
29.9,0.0,200.0,10.0
28.8,0.0,161.0,10.0
29.0,0.0,220.0,10.0
28.8,0.0,229.0,10.0
28.3,0.0,229.0,15.3
28.9,0.0,229.0,10.0
28.0,0.0,200.0,10.0
27.9,0.0,199.0,10.0
28.0,0.0,200.0,10.0
27.9,0.0,220.0,10.0
27.3,0.0,200.0,15.3
26.0,0.0,190.0,10.0
28.0,0.0,210.0,10.0
27.9,0.0,210.0,10.0
27.0,0.0,206.66666666666666,10.0
26.9,0.0,203.33333333333334,10.0
26.7,0.0,200.0,15.3
26.9,0.0,210.0,10.0
27.0,0.0,190.0,10.0
26.9,0.0,210.0,10.0
27.0,0.0,105.0,10.0
28.0,0.0,0.0,10.0
28.6,0.0,0.0,15.3
32.0,0.0,0.0,10.0
32.0,0.0,330.0,10.0
33.0,0.0,320.0,10.0
34.0,0.0,180.0,10.0
35.0,0.0,170.5,10.0
35.2,0.0,161.0,15.3
36.9,0.0,50.0,10.0
37.0,0.0,31.0,10.0
36.9,0.0,41.0,10.0
37.0,0.0,40.0,10.0
36.9,0.0,41.0,10.0
35.5,0.0,61.0,15.3
36.9,0.0,61.0,10.0
37.0,0.0,70.0,10.0
36.9,0.0,71.0,10.0
35.0,0.0,80.0,8.0
29.1,0.0,196.0,7.1
26.5,0.0,219.0,7.7
26.9,0.0,194.0,4.0
27.0,0.0,250.0,5.9
26.9,0.0,215.0,6.0
26.0,0.0,210.0,5.1
25.0,0.0,212.0,5.1
25.2,23.0,221.0,7.7
25.0,0.0,239.0,6.1
26.0,0.0,240.0,6.0
26.0,0.0,191.0,6.1
26.0,0.0,190.0,6.0
26.0,0.0,220.0,8.1
25.8,0.0,194.0,9.1
26.0,0.0,161.0,8.1
26.0,0.0,210.0,8.0
26.0,0.0,220.0,8.1
26.0,0.0,298.0,8.0
26.0,0.0,257.0,8.1
25.8,0.1,248.0,9.1
25.9,0.0,55.0,8.1
26.0,0.0,210.0,8.0
26.0,0.0,355.0,8.1
26.0,0.0,355.0,8.0
25.9,0.0,355.0,8.1
25.8,0.0,354.0,9.1
25.9,0.0,290.0,8.1
26.0,0.0,270.0,8.0
25.9,0.0,132.0,8.1
26.0,0.0,260.0,8.0
27.0,0.0,258.5,8.1
27.3,0.0,257.0,14.3
29.0,0.0,290.0,8.1
30.0,0.0,260.0,8.0
31.0,0.0,245.0,8.1
33.0,0.0,230.0,8.0
34.0,0.0,16.0,10.0
34.2,0.0,30.0,15.3
36.0,0.0,230.0,10.0
36.0,0.0,190.0,10.0
35.9,0.0,40.0,10.0
36.0,0.0,30.0,10.0
35.0,0.0,40.0,10.0
34.8,0.0,56.0,15.3
35.9,0.0,61.0,10.0
36.0,0.0,70.0,10.0
36.8,0.0,96.0,10.0
35.0,0.0,79.0,8.0
32.0,0.0,20.0,6.1
28.5,0.0,202.0,9.1
30.0,0.0,196.0,10.0
30.0,0.0,161.0,9.9
28.8,0.0,221.0,9.9
29.0,0.0,215.5,10.0
28.9,0.0,210.0,9.9
28.1,3.0,201.0,15.2
28.9,0.0,201.0,9.9
28.0,0.0,171.0,10.0
27.0,0.0,181.0,10.0
28.0,0.0,200.0,10.0
27.0,0.0,140.0,10.0
27.5,0.0,166.0,15.3
27.9,0.0,219.0,10.0
28.0,0.0,210.0,10.0
27.9,0.0,210.0,10.0
27.0,0.0,200.0,10.0
27.9,0.0,200.0,10.0
26.7,0.0,201.0,15.3
27.0,0.0,200.0,10.0
27.0,0.0,200.0,10.0
27.0,0.0,200.0,10.0
26.0,0.0,280.0,10.0
26.0,0.0,279.0,10.0
25.8,0.0,280.0,15.3
26.0,0.0,280.0,10.0
26.0,0.0,279.0,10.0
26.0,0.0,283.0,10.0
27.0,0.0,280.0,10.0
27.0,0.0,242.0,10.0
27.5,0.0,268.0,15.3
30.0,0.0,201.0,10.0
31.0,0.0,220.0,10.0
32.0,0.0,192.0,10.0
34.0,0.0,201.0,10.0
35.0,0.0,220.0,10.0
33.9,0.0,231.0,15.3
36.0,0.0,201.0,10.0
37.0,0.0,102.0,10.0
35.9,0.0,36.0,10.0
36.0,0.0,53.0,10.0
35.0,0.0,56.0,10.0
35.4,0.0,360.0,15.3
36.0,0.0,55.0,10.0
36.0,0.0,53.0,10.0
36.9,0.0,46.0,10.0
37.0,0.0,53.0,10.0
36.9,0.0,65.0,10.0
35.4,0.0,78.0,15.3
35.8,0.0,60.0,10.0
34.0,0.0,80.0,10.0
34.8,0.0,89.0,10.0
33.0,0.0,90.0,10.0
31.0,0.0,99.0,10.0
30.9,0.0,118.0,15.3
30.0,0.0,120.0,10.0
30.0,0.0,197.0,10.0
30.0,0.0,140.0,10.0
29.0,0.0,138.0,10.0
29.0,0.0,300.0,10.0
28.5,0.0,175.0,15.3
29.0,0.0,201.0,10.0
29.0,0.0,201.0,10.0
29.1,0.0,249.0,10.0
29.0,0.0,250.0,10.0
29.0,0.0,270.0,10.0
28.1,0.0,249.0,15.3
29.0,0.0,270.0,10.0
29.0,0.0,260.0,10.0
28.0,0.0,201.0,10.0
28.0,0.0,180.0,10.0
28.0,0.0,250.0,10.0
26.8,0.0,190.0,15.3
27.0,0.0,140.0,10.0
27.0,0.0,221.0,10.0
27.1,0.0,289.0,10.0
27.1,0.0,270.0,10.0
28.1,0.0,269.0,10.0
28.1,0.0,269.0,15.3
30.0,0.0,308.0,10.0
31.0,0.0,279.0,10.0
34.0,0.0,317.0,10.0
34.0,0.0,220.0,10.0
36.8,0.0,220.0,10.0
34.7,0.0,208.0,15.3
36.9,0.0,239.0,10.0
37.0,0.0,229.0,10.0
36.9,0.0,258.0,10.0
37.0,0.0,229.0,10.0
38.9,0.0,230.0,10.0
37.2,0.0,236.0,15.3
38.8,0.0,230.0,10.0
38.9,0.0,200.0,10.0
38.8,0.0,201.0,10.0
37.9,0.0,191.0,10.0
38.8,0.0,249.0,10.0
37.4,0.0,219.0,15.3
38.8,0.0,268.0,10.0
37.0,0.0,27.0,10.0
34.9,0.0,105.0,10.0
34.0,0.0,112.0,10.0
32.0,0.0,114.0,10.0
31.8,0.0,209.0,15.3
31.0,0.0,142.0,10.0
31.0,0.0,141.0,10.0
31.0,0.0,201.0,10.0
31.0,0.0,200.0,10.0
31.0,0.0,200.0,10.0
30.0,0.0,152.0,15.3
31.0,0.0,220.0,10.0
31.0,0.0,220.0,10.0
30.0,0.0,260.0,10.0
30.0,0.0,260.0,10.0
30.0,0.0,240.0,10.0
29.2,0.0,223.33333333333334,15.3
30.9,0.0,206.66666666666666,10.0
29.0,0.0,190.0,10.0
29.0,0.0,190.0,10.0
29.0,0.0,210.0,10.0
29.0,0.0,230.0,10.0
27.6,0.0,230.0,15.3
28.0,0.0,230.0,10.0
28.0,0.0,230.0,10.0
28.0,0.0,210.0,10.0
29.0,0.0,210.0,10.0
30.0,0.0,220.0,10.0
30.2,0.0,230.0,15.3
31.0,0.0,317.0,10.0
33.0,0.0,298.0,10.0
34.9,0.0,259.0,10.0
34.0,0.0,308.0,10.0
35.9,0.0,249.0,10.0
35.9,0.0,269.0,15.3
38.8,0.0,258.0,10.0
37.9,0.0,259.0,10.0
38.8,0.0,239.0,10.0
39.0,0.0,259.0,10.0
39.8,0.0,258.0,10.0
34.9,0.0,275.0,15.3
37.8,0.0,239.0,10.0
37.0,0.0,259.0,10.0
37.8,0.0,259.0,10.0
36.0,0.0,240.0,10.0
35.0,0.0,259.0,10.0
33.0,0.0,296.0,15.3
33.9,0.0,259.0,10.0
34.0,0.0,259.0,10.0
33.0,0.0,278.0,10.0
33.0,0.0,269.0,10.0
32.0,0.0,240.0,10.0
31.5,0.0,251.0,15.3
32.0,0.0,248.0,10.0
32.0,0.0,240.0,10.0
32.0,0.0,240.0,10.0
31.0,0.0,230.0,10.0
31.0,0.0,249.0,10.0
31.0,0.0,230.0,15.3
30.0,0.0,220.0,10.0
30.0,0.0,230.0,10.0
30.0,0.0,230.0,10.0
31.0,0.0,210.0,10.0
31.0,0.0,230.0,10.0
30.8,0.0,250.0,15.3
31.0,0.0,250.0,10.0
31.0,0.0,309.0,10.0
30.0,0.0,221.0,10.0
31.0,0.0,250.0,10.0
31.0,0.0,251.0,10.0
30.1,0.0,235.0,15.3
31.0,0.0,242.0,10.0
31.0,0.0,239.0,10.0
30.9,0.0,220.0,10.0
30.0,0.0,220.0,10.0
29.9,0.0,270.0,10.0
30.3,0.0,24.0,15.3
30.0,0.0,250.0,10.0
31.0,0.0,330.0,10.0
33.8,0.0,233.0,10.0
33.0,0.0,290.0,10.0
32.9,0.0,310.0,10.0
30.5,0.0,309.0,10.0
32.1,0.0,309.0,10.0
31.1,0.0,259.0,10.0
34.0,0.0,287.0,10.0
35.0,0.0,298.0,10.0
36.8,0.0,267.0,10.0
36.6,0.1,297.0,15.3
38.8,0.0,297.0,10.0
37.0,0.0,308.0,10.0
37.9,0.0,249.0,10.0
39.0,0.0,230.0,10.0
37.8,0.0,350.0,10.0
36.5,0.0,299.0,15.3
36.9,0.0,259.0,10.0
37.0,0.0,348.0,10.0
34.9,0.0,15.0,10.0
33.0,0.0,80.0,10.0
31.9,0.0,135.0,10.0
31.4,0.0,126.0,15.3
30.0,0.0,120.0,10.0
30.0,0.0,180.0,10.0
30.0,0.0,185.0,10.0
29.0,0.0,230.0,10.0
30.0,0.0,312.0,10.0
28.9,0.0,105.0,15.3
29.0,0.0,95.0,10.0
28.0,0.0,141.0,8.0
28.0,0.0,161.0,8.1
28.0,0.0,161.0,8.0
28.0,0.0,115.0,8.1
27.5,0.0,132.0,14.8
28.0,0.0,229.0,9.0
27.0,0.0,220.0,10.0
28.0,0.0,239.0,10.0
27.0,0.0,72.0,10.0
27.0,0.0,210.0,10.0
27.0,0.0,220.0,15.3
28.0,0.0,125.0,10.0
27.0,0.0,160.0,10.0
27.0,0.0,220.0,10.0
27.0,0.0,112.0,10.0
29.0,0.0,180.0,10.0
30.2,0.0,210.0,15.3
34.0,0.0,230.0,10.0
34.0,0.0,240.0,10.0
34.0,0.0,240.0,10.0
35.0,0.0,279.0,10.0
37.8,0.0,248.0,10.0
36.1,0.0,283.0,15.3
37.9,0.0,255.0,10.0
39.0,0.0,269.0,10.0
38.8,0.0,258.0,10.0
39.9,0.0,239.0,10.0
39.8,0.0,229.0,10.0
39.2,0.0,264.0,15.3
38.9,0.0,200.0,10.0
38.0,0.0,278.0,10.0
36.0,0.0,75.0,10.0
35.0,0.0,68.0,10.0
37.9,0.0,65.0,10.0
37.2,0.0,10.0,15.3
34.9,0.0,104.0,10.0
34.0,0.0,97.0,10.0
34.0,0.0,85.0,10.0
33.0,0.0,98.0,10.0
32.0,0.0,120.0,10.0
31.3,0.0,4.0,15.3
31.0,0.0,147.0,10.0
31.0,0.0,290.0,10.0
30.0,0.0,270.0,10.0
29.0,0.0,200.0,10.0
29.0,0.0,210.0,10.0
29.2,0.0,200.0,15.3
30.0,0.0,190.0,10.0
30.0,0.0,0.0,10.0
30.0,0.0,250.0,10.0
30.0,0.0,280.0,10.0
30.0,0.0,0.0,10.0
29.5,0.0,107.0,15.3
30.0,0.0,141.33333333333334,10.0
30.0,0.0,175.66666666666669,10.0
30.0,0.0,210.0,10.0
29.0,0.0,0.0,10.0
29.0,0.0,110.0,10.0
27.6,0.0,55.0,15.3
28.0,0.0,0.0,10.0
27.1,0.0,260.0,10.0
27.1,0.0,235.0,10.0
28.1,0.0,210.0,10.0
30.0,0.0,260.0,10.0
28.8,0.0,250.0,15.3
31.0,0.0,260.0,10.0
33.0,0.0,240.0,10.0
34.0,0.0,230.0,10.0
37.0,0.0,250.0,10.0
35.8,0.0,259.0,10.0
35.4,0.0,233.0,15.3
36.9,0.0,181.0,10.0
36.0,0.0,220.0,10.0
36.9,0.0,220.0,10.0
38.9,0.0,220.0,10.0
37.8,0.0,230.0,10.0
36.4,0.0,249.0,15.3
37.0,0.0,210.0,10.0
36.0,0.0,82.0,10.0
35.0,0.0,65.0,10.0
34.1,0.0,72.0,10.0
34.1,0.0,44.0,10.0
33.5,0.0,59.0,15.3
33.0,0.0,68.0,10.0
33.0,0.0,100.0,10.0
32.0,0.0,109.0,10.0
31.0,0.0,100.0,10.0
31.0,0.0,109.0,10.0
30.8,0.0,91.0,15.3
31.0,0.0,60.0,10.0
30.0,0.0,101.0,10.0
30.0,0.0,106.0,10.0
30.0,0.0,72.0,10.0
30.0,0.0,150.5,10.0
29.5,0.0,229.0,15.3
30.0,0.0,190.0,10.0
29.0,0.0,200.0,10.0
29.0,0.0,205.0,10.0
29.0,0.0,210.0,10.0
29.0,0.0,286.0,10.0
28.2,0.0,298.0,15.3
28.0,0.0,250.0,10.0
28.1,0.0,221.0,10.0
28.1,0.0,269.0,10.0
28.1,0.0,280.0,10.0
32.0,0.0,279.5,10.0
27.9,0.0,279.0,15.3
28.1,0.0,289.0,10.0
27.1,0.0,299.0,10.0
27.1,0.0,260.0,10.0
27.1,0.0,265.0,10.0
28.1,0.0,270.0,10.0
28.9,0.0,269.5,15.3
32.0,0.0,269.0,10.0
33.0,0.0,221.0,10.0
35.0,0.0,221.0,10.0
35.0,0.0,211.0,10.0
36.9,0.0,210.0,10.0
35.7,0.0,221.0,15.3
37.9,0.0,171.0,10.0
38.0,0.0,180.0,10.0
37.0,0.0,240.0,10.0
39.0,0.0,210.0,10.0
38.9,0.0,201.0,10.0
38.4,0.0,241.0,15.3
39.9,0.0,230.0,10.0
41.0,0.0,230.0,10.0
37.0,0.0,230.0,10.0
38.0,0.0,53.0,10.0
36.9,0.0,46.0,10.0
36.1,0.0,345.0,15.3
36.0,0.0,85.0,10.0
35.0,0.0,70.0,10.0
34.0,0.0,66.0,10.0
32.0,0.0,72.0,10.0
31.0,0.0,85.0,10.0
31.4,0.0,56.0,15.3
31.0,0.0,85.0,10.0
31.0,0.0,92.0,10.0
31.0,0.0,90.0,10.0
31.0,0.0,181.0,10.0
30.0,0.0,259.0,10.0
29.8,0.0,279.0,15.3
30.0,0.0,230.0,10.0
29.1,0.0,211.0,10.0
29.1,0.0,239.0,10.0
29.0,0.0,230.0,10.0
29.0,0.0,201.0,10.0
29.0,0.0,194.0,15.3
29.0,0.0,268.0,10.0
29.0,0.0,259.0,10.0
29.1,0.0,239.0,10.0
28.1,0.0,259.0,10.0
28.1,0.0,241.0,10.0
27.1,0.0,172.0,15.3
28.1,0.0,220.0,10.0
31.0,0.0,210.0,10.0
30.0,0.0,220.0,10.0
31.0,0.0,210.0,10.0
28.1,0.0,181.0,10.0
28.5,0.0,205.0,15.3
31.0,0.0,202.0,10.0
31.0,0.0,211.0,10.0
33.0,0.0,143.0,10.0
35.0,0.0,132.0,10.0
35.9,0.0,153.0,10.0
35.7,0.0,51.0,15.3
37.8,0.0,210.0,10.0
37.0,0.0,220.0,10.0
36.9,0.0,14.0,10.0
36.0,0.0,27.0,10.0
36.0,0.0,46.0,10.0
36.2,0.0,320.0,15.3
37.8,0.0,29.0,10.0
38.0,0.0,10.0,10.0
37.8,0.0,39.0,10.0
37.0,0.0,10.0,10.0
35.9,0.0,116.0,10.0
34.9,0.0,3.0,15.3
33.0,0.0,135.0,10.0
33.0,0.0,98.0,10.0
33.0,0.0,95.0,10.0
32.0,0.0,153.0,10.0
31.0,0.0,222.0,10.0
31.0,0.0,226.0,15.3
30.0,0.0,220.0,10.0
30.0,0.0,160.0,10.0
30.0,0.0,160.0,10.0
29.0,0.0,170.0,10.0
29.0,0.0,220.0,10.0
28.8,0.0,234.0,15.3
29.0,0.0,218.0,10.0
29.0,0.0,210.0,10.0
28.0,0.0,210.0,10.0
28.0,0.0,210.0,10.0
29.0,0.0,230.0,10.0
27.6,0.0,240.0,15.3
28.0,0.0,210.0,10.0
29.0,0.0,200.0,10.0
29.0,0.0,133.33333333333331,10.0
28.0,0.0,66.66666666666666,10.0
28.0,0.0,0.0,10.0
26.3,0.0,170.0,19.7
29.0,0.0,340.0,10.0
27.0,0.0,0.0,10.0
27.0,0.0,0.0,10.0
27.1,0.0,165.0,10.0
28.1,0.0,330.0,10.0
28.5,0.0,165.0,15.3
33.0,0.0,0.0,10.0
35.0,0.0,280.0,10.0
35.9,0.0,239.0,10.0
36.0,0.0,240.0,10.0
37.0,0.0,230.0,10.0
37.1,0.0,251.0,15.3
38.9,0.0,230.0,10.0
41.0,0.0,249.0,10.0
40.8,0.0,279.0,10.0
40.9,0.0,278.0,10.0
40.8,0.0,254.0,10.0
39.1,0.0,323.0,15.3
41.8,0.0,340.0,10.0
38.0,0.0,108.0,10.0
37.8,0.0,77.0,10.0
37.0,0.0,98.0,10.0
36.0,0.0,106.0,10.0
36.1,0.0,179.0,15.3
34.9,0.0,119.0,10.0
34.0,0.0,129.0,10.0
33.9,0.0,51.0,10.0
33.0,0.0,61.0,10.0
32.0,0.0,42.0,10.0
32.5,0.0,91.0,15.3
32.0,0.0,34.0,10.0
31.0,0.0,238.0,10.0
31.0,0.0,315.0,10.0
31.0,0.0,151.0,10.0
31.0,0.0,200.0,10.0
30.3,0.0,162.0,15.3
30.0,0.0,220.0,10.0
30.0,0.0,210.0,10.0
29.0,0.0,200.0,10.0
30.0,0.0,260.0,10.0
29.0,0.0,210.0,10.0
28.1,0.0,219.0,15.3
29.0,0.0,220.0,10.0
30.0,0.0,240.0,10.0
29.0,0.0,244.0,10.0
29.0,0.0,249.0,10.0
28.9,0.0,260.0,10.0
27.6,0.0,210.0,15.3
28.0,0.0,246.66666666666666,10.0
28.0,0.0,283.3333333333333,10.0
28.0,0.0,320.0,10.0
28.0,0.0,0.0,10.0
28.1,0.0,0.0,10.0
28.5,0.0,161.0,15.3
29.0,0.0,210.0,10.0
31.0,0.0,160.0,10.0
32.9,0.0,340.0,10.0
33.0,0.0,290.0,10.0
35.8,0.0,290.0,10.0
